datetime,open,high,low,close,volume,closetimeStamp,quote_asset_volume,number_of_trades,tbb_asset_volume,tbq_asset_volume,ignored,macd,macd_signal,macd_delta,rsi,sma_21,sma_51,ema,cci,score,sma_score,rsi_score,cci_score,macd_score
2021-04-28 23:15:00,0.30533,0.30784,0.30446,0.30528,21511052.9,1619641079999,6582311.720856,5690,11017100.6,3371650.352472,0,-0.00011012351060912806,0.0004152864047404048,-0.0005254099153495328,39.66991259977257,0.30855476190476194,0.3072537254901961,0.3075228762799963,-221.96837689577458,-38,-17,-3,-9,-8
2021-04-28 23:18:00,0.30545,0.30615,0.30089,0.30089,30135361.6,1619641259999,9145085.091566,8901,13860633.1,4211597.627328,0,-0.0006520524053339471,0.00020181864272553443,-0.0008538710480594816,29.45114766281372,0.30830285714285716,0.30709117647058826,0.30619630102399703,-329.4960780994364,-48,-23,-7,-12,-5
2021-04-28 23:21:00,0.30109,0.3056,0.30081,0.30426,29521594.1,1619641439999,8954280.578045,7844,14658036.6,4446001.071225,0,-0.0008003778652427851,1.3793411318705016e-06,-0.0008017572063746556,41.83719116716056,0.3081347619047619,0.3069982352941176,0.30580904081919763,-204.88264556989927,42,4,9,9,18
2021-04-28 23:24:00,0.3043,0.3052,0.30275,0.30452,16257470.9,1619641619999,4939331.930925,4148,8572092.7,2604883.563232,0,-0.0008867254151401216,-0.0001762416101225279,-0.0007104838050175936,42.673423176731305,0.30793714285714285,0.30691960784313727,0.3055512326553581,-144.5900139721664,39,3,6,8,20
2021-04-28 23:27:00,0.30446,0.30638,0.304,0.30588,14183590.9,1619641799999,4334168.720842,3738,8551908.0,2612882.843866,0,-0.0008357814680209907,-0.0003081495817022205,-0.0005276318863187703,46.96845091665027,0.3078142857142857,0.30685411764705883,0.3056169861242865,-83.63869016460097,49,5,8,11,23
2021-04-28 23:30:00,0.30588,0.3073,0.30483,0.30638,9487276.7,1619641979999,2904574.379022,3670,4732139.4,1448919.048735,0,-0.0007464575041183363,-0.0003958111661854437,-0.00035064633793289264,48.496244360484695,0.3076647619047619,0.306818431372549,0.3057695888994292,-50.93460431674882,45,4,7,10,23
2021-04-28 23:33:00,0.30646,0.30797,0.30627,0.30784,6194973.5,1619642159999,1902186.221895,2777,4028394.7,1237263.710535,0,-0.0005515004668257273,-0.0004269490263135004,-0.00012455144051222688,52.7745695233219,0.3076304761904762,0.3068213725490196,0.30618367111954337,-6.833554145458162,57,14,8,10,24
2021-04-28 23:36:00,0.30778,0.3085,0.3066,0.30666,12747719.9,1619642339999,3921754.71878,4171,5555766.5,1709179.94373,0,-0.00048660249781495857,-0.00043887972061379204,-4.772277720116653e-05,49.216156005527075,0.3074361904761905,0.3068266666666667,0.3062789368956347,-5.585698642946036,25,3,-5,7,19
2021-04-28 23:39:00,0.30666,0.30795,0.30504,0.30516,7903795.3,1619642519999,2424943.248322,2956,2928010.1,898885.622442,0,-0.0005498693027459756,-0.0004610776370402288,-8.879166570574678e-05,45.0571515662749,0.30721190476190474,0.30678627450980395,0.30605514951650775,-44.43083243617737,-51,-23,-6,-10,-12
2021-04-28 23:42:00,0.30505,0.30637,0.30483,0.30628,8682010.1,1619642699999,2652755.123444,3105,4172135.8,1274869.95796,0,-0.0005038262661221649,-0.00046962736285661603,-3.4198903265548824e-05,48.55300452613236,0.3070742857142857,0.30676450980392156,0.3061001196132062,-46.228317614694305,25,5,8,-7,18
2021-04-28 23:45:00,0.30593,0.30645,0.30335,0.30354,8652087.8,1619642879999,2636009.635953,3492,3245106.6,988902.086624,0,-0.0006805865506348541,-0.0005118192004122637,-0.0001687673502225904,41.58242312567167,0.30676571428571425,0.3066933333333333,0.305588095690565,-88.07007871603957,-49,-23,-7,-10,-7
2021-04-28 23:48:00,0.30354,0.30533,0.30284,0.30409,11105508.8,1619643059999,3376630.024753,3649,4962449.7,1509079.503865,0,-0.0007674433370692402,-0.000562944027743659,-0.00020449930932558112,43.34083211548803,0.30656285714285714,0.3066427450980392,0.30528847655245206,-91.1228270162447,-35,-22,7,-7,-12
2021-04-28 23:51:00,0.30407,0.30421,0.30401,0.30407,142850.4,1619643239999,43436.9346,28,102853.5,31274.686136,0,-0.000828343174451518,-0.0006160238570852309,-0.0002123193173662871,43.28980347940333,0.30638,0.3066094117647059,0.30504478124196166,-83.49834983498309,-5,4,-3,8,-14
